crm_record_id,sf_account_id,account_name,parent_account_name,state,region,segment,account_type,owner_rep,contact_name,contact_email,contact_role,contact_subject,contact_grade_band,opportunity_name,product_name,product_family,stage,close_date,contract_end_date,arr_usd,seats_purchased,quote_id,is_duplicate_candidate,source,true_golden_customer_id
CRM-10172,SF-A10172,Jefferson ISD,Jefferson ISD,OH,Midwest,Mid-Market District,District,E. Carter,Mark Thomas,mark.thomas@jeffersonschools.org,,Science,8,Jefferson ISD - Courseware,Courseware,Core Courseware,Negotiation,2025-02-27,2026-02-27,254537,800,Q-7584,N,Salesforce,GC0025
CRM-10173,SF-A10173,Jefferson ISD,Jefferson ISD,OH,Midwest,Mid-Market District,District,E. Carter,Sanjay Thomas,sanjay.thomas@jeffersonschools.org,Literacy Specialist,ELA,4,Jefferson ISD - Edgenuity Courseware,Edgenuity Courseware,Core Courseware,Negotiation,2024-08-31,2027-01-16,85958,500,Q-6433,Y,Salesforce,GC0025
CRM-10174,SF-A10174,Jefferson ISD,Jefferson Schools,OH,Midwest,Mid-Market District,District,E. Carter,John Jackson,johnj@jeffersonschools.org,Instructional Coach,Math,11,Jefferson ISD - Science Suite,Science Suite,Science,Closed Won,2024-01-05,2026-11-15,30736,12000,Q-8824,N,Salesforce,GC0025
CRM-10175,SF-A10175,Jefferson ISD - Supplemental,Jefferson ISD - Supplemental,OH,Midwest,Mid-Market District,District,E. Carter,Monique Miller,monique.miller@jeffersonschools.org,Teacher,STEM,3,Jefferson ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-11-22,2026-10-05,40641,3000,Q-5583,N,Salesforce,GC0025
CRM-10176,SF-A10176,Jefferson Public Schools,Jefferson ISD,OH,,Mid-Market District,District,E. Carter,Jane Garcia,janeg@jeffersonschools.org,District Admin,ELA,11,Jefferson Public Schools - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2024-03-21,2027-04-22,118159,300,Q-8836,Y,Salesforce,GC0025
CRM-10177,SF-A10177,Jefferson Public Schools,Jefferson Public Schools,OH,Midwest,Mid-Market District,District,E. Carter,Tanisha Wilson,,Teacher,Science,4,Jefferson Public Schools - ILL,ILL,Supplemental Literacy,Closed Lost,2025-08-11,2026-05-11,117686,1500,Q-5876,N,Salesforce,GC0025
CRM-10178,SF-A10178,Jefferson ISD - Supplemental,Jefferson Schools,OH,Midwest,Mid-Market District,District,E. Carter,Eric Jackson,ericj@jeffersonschools.org,Principal,ELA,,Jefferson ISD - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2025-08-10,2027-05-14,30702,3000,Q-9547,Y,Salesforce,GC0025
CRM-10179,SF-A10179,Jefferson School District,,OH,Midwest,mid-market district,District,E. Carter,Emily Taylor,emilyt@jeffersonschools.org,,Literacy,4,Jefferson School District - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-04-02,2026-07-20,41187,800,Q-7494,N,Salesforce,GC0025
CRM-10180,SF-A10180,Jefferson ISD - Supplemental,,OH,Midwest,Mid-Market District,District Office,E. Carter,John Smith,jsmith@jeffersonschools.org,Instructional Coach,STEM,5,Jefferson ISD - Supplemental - Twig Science,Twig Science,Science,Negotiation,2025-01-25,2027-03-22,119460,5000,Q-6139,N,Salesforce,GC0025
CRM-10181,SF-A10181,Lincoln Public Schools,Lincoln School District,NY,,Charter Network,District,B. Shah,Sarah Miller,sarahm@lincolnschools.org,Principal,Science,8,Lincoln Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2024-12-29,2026-08-20,42959,3000,,N,Salesforce,GC0026
CRM-10182,SF-A10182,Lincoln School District - Supplemental,,NY,,Charter Network,District,D. Nguyen,Michael Anderson,manderson@lincolnschools.org,Teacher,,7,Lincoln School District - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-12-01,2027-10-11,125496,800,Q-7814,N,Salesforce,GC0026
CRM-10183,SF-A10183,Lincoln Public Schools,,NY,Northeast,Charter Network,District,D. Nguyen,Laura White,lwhite@lincolnschools.org,District Admin,General,2,Lincoln Public Schools - Twig Science,Twig Science,Science,Proposal,2025-10-01,2026-01-28,63942,300,Q-5629,N,Salesforce,GC0026
CRM-10184,SF-A10184,Lincoln School District - Supplemental,Lincoln School District,NY,Northeast,Charter Network,District,D. Nguyen,Sarah Martin,sarah.martin@lincolnschools.org,Math Coordinator,Literacy,,Lincoln School District - Supplemental - Courseware,Courseware,Core Courseware,Closed Won,2024-05-28,2027-09-02,248525,12000,Q-8382,N,Salesforce,GC0026
CRM-10185,SF-A10185,Lincoln Public Schools,Lincoln Public Schools,NY,Northeast,Charter Network,District,D. Nguyen,Lisa Davis,lisad@lincolnschools.org,District Admin,General,,Lincoln Public Schools - Twig Science,Twig Science,Science,Closed Lost,2025-03-21,2026-01-13,63353,1500,Q-9343,N,Salesforce,GC0026
CRM-10186,SF-A10186,Lincoln School District,Lincoln School District,NY,Northeast,Mid Market,District,D. Nguyen,Eric Anderson,erica@lincolnschools.org,Instructional Coach,General,,Lincoln School District - StudySync,StudySync,Core ELA,Closed Won,2025-11-19,2026-01-09,247113,300,Q-9302,Y,Salesforce,GC0026
CRM-10187,SF-A10187,Lincoln School District - Supplemental,Lincoln School District,NY,Northeast,Charter Network,District,D. Nguyen,Priya Miller,priya.miller@lincolnschools.org,Instructional Coach,General,2,Lincoln School District - Supplemental - Courseware,Courseware,Core Courseware,Closed Won,2024-09-16,2026-10-29,82240,5000,Q-7264,N,Salesforce,GC0026
CRM-10188,SF-A10188,Lincoln School District - Supplemental,,NY,Northeast,Charter Network,District,A. Rivera,Lisa Johnson,lisa.johnson@lincolnschools.org,Instructional Coach,,12,Lincoln School District - Supplemental - Courseware,Courseware,Core Courseware,Closed Lost,2025-10-20,2026-04-19,85243,300,,Y,Salesforce,GC0026
CRM-10189,SF-A10189,Roosevelt ISD,Roosevelt ISD,NC,South,Charter Network,District,A. Rivera,Tanisha Garcia,tgarcia@rooseveltschools.org,Principal,Math,K,Roosevelt ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2024-05-04,2027-08-04,121880,800,Q-8281,Y,Salesforce,GC0027
CRM-10190,SF-A10190,Roosevelt ISD - Supplemental,Roosevelt ISD - Supplemental,NC,South,Charter Network,District,A. Rivera,Eric Thomas,eric.thomas@rooseveltschools.org,Curriculum Director,General,,Roosevelt ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-01-26,2027-08-31,44015,1500,,N,Salesforce,GC0027
CRM-10191,SF-A10191,Roosevelt Public Schools,Roosevelt Public Schools,NC,South,Charter Network,District,A. Rivera,Eric Jackson,,District Admin,,2,Roosevelt Public Schools - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-04-27,2027-09-26,24976,5000,Q-5117,Y,Salesforce,GC0027
CRM-10192,SF-A10192,Roosevelt ISD - Supplemental,Roosevelt ISD,NC,South,Charter Network,School,A. Rivera,Mark Jackson,markj@rooseveltschools.org,,General,,Roosevelt ISD - Supplemental - Twig Science,Twig Science,Science,Closed Won,2024-02-16,2027-08-31,41496,300,Q-6157,N,Salesforce,GC0027
CRM-10193,SF-A10193,Roosevelt ISD - Supplemental,Roosevelt Schools,NC,South,Charter Network,District,A. Rivera,Eric Brown,eric.brown@rooseveltschools.org,District Admin,Science,12,Roosevelt ISD - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2024-07-30,2026-05-27,175439,3000,Q-6959,N,Salesforce,GC0027
CRM-10194,SF-A10194,Roosevelt ISD,Roosevelt ISD,NC,South,Charter Network,School,A. Rivera,Nina Brown,ninab@rooseveltschools.org,Principal,,,Roosevelt ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2025-04-30,2027-05-25,38617,5000,Q-5442,N,Salesforce,GC0027
CRM-10195,SF-A10195,Roosevelt Public Schools,,,South,Charter Network,District,A. Rivera,Michael Martin,,Instructional Coach,STEM,,Roosevelt Public Schools - Courseware,Courseware,Core Courseware,Proposal,2024-08-23,2026-04-23,59731,300,Q-8379,N,Salesforce,GC0027
CRM-10196,SF-A10196,Adams ISD,Adams Schools,CA,West,Large,District,C. Thomas,Tanisha White,twhite@adamsschools.org,,,,Adams ISD - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2025-04-14,2027-03-05,41629,500,Q-9944,Y,Salesforce,GC0028
CRM-10197,SF-A10197,Adams Indep. SD,,CA,West,Large District,District,C. Thomas,Sanjay Wilson,swilson@adamsschools.org,District Admin,STEM,6,Adams Indep. SD - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-04-26,2027-06-01,27974,3000,Q-5802,N,Salesforce,GC0028
CRM-10198,SF-A10198,Adams ISD,Adams Schools,CA,West,Large District,District,C. Thomas,Eric Smith,erics@adamsschools.org,District Admin,Math,7,Adams ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2024-07-08,2027-01-15,178607,5000,Q-5579,N,Salesforce,GC0028
CRM-10199,SF-A10199,Adams ISD,Adams Schools,CA,WEST,Large District,District Office,C. Thomas,E. Moore,emoore@adamsschools.org,Teacher,Literacy,,Adams ISD - Courseware,Courseware,Core Courseware,Closed Won,2024-05-21,2026-12-09,44841,300,Q-9752,N,Salesforce,GC0028
CRM-10200,SF-A10200,Adams Independent School District,,CA,WEST,Large District,District,C. Thomas,Alicia Anderson,aliciaa@adamsschools.org,District Admin,Science,12,Adams Independent School District - Courseware,Courseware,Core Courseware,Closed Won,2024-07-11,2027-04-14,22313,1500,Q-7362,N,Salesforce,GC0028
CRM-10201,SF-A10201,Adams ISD,,CA,West,Large District,District,C. Thomas,Lisa Martin,lisa.martin@adamsschools.org,Principal,,,Adams ISD - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-06-16,2027-10-23,62745,3000,Q-7673,N,Salesforce,GC0028
CRM-10202,SF-A10202,Adams Public Schools,Adams Schools,CA,West,Large District,District,C. Thomas,L. Miller,lmiller@adamsschools.org,District Admin,General,2,Adams Public Schools - Twig Education,Twig Education,Science,Closed Won,2024-06-14,2026-09-01,21674,800,Q-8611,N,Salesforce,GC0028
CRM-10203,SF-A10203,Adams Independent School District,Adams Independent School District,CA,West,Large District,District,A. Rivera,Eric Lee,eric.lee@adamsschools.org,,General,,Adams Independent School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2025-04-30,2026-10-24,255399,5000,Q-9630,N,Salesforce,GC0028
CRM-10204,SF-A10204,Washington ISD,Washington ISD,CA,West,Charter Network,District,E. Carter,Tanisha Lee,tanisha.lee@washingtonschools.org,Literacy Specialist,,7,Washington ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2025-06-08,2027-02-08,44035,800,Q-9190,N,Salesforce,GC0029
CRM-10205,SF-A10205,Washington Public Schools,Washington ISD,CA,West,Charter Network,District,F. Lewis,Sarah Moore,smoore@washingtonschools.org,,General,6,Washington Public Schools - Courseware,Courseware,Core Courseware,Negotiation,2024-05-22,2027-08-25,117410,500,Q-8888,N,Salesforce,GC0029
CRM-10206,SF-A10206,Washington ISD - Supplemental,,CA,West,Charter Network,District,D. Nguyen,John Taylor,john.taylor@washingtonschools.org,Curriculum Director,ELA,11,Washington ISD - Supplemental - Math Suite,Math Suite,Supplemental Math,Closed Won,2024-01-03,2026-06-07,60917,5000,Q-8871,Y,Salesforce,GC0029
CRM-10207,SF-A10207,Washington Public Schools,Washington ISD,CA,West,Charter Network,District Office,E. Carter,Lisa White,lwhite@washingtonschools.org,Math Coordinator,General,5,Washington Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-01-18,2026-09-23,45529,300,Q-8776,N,Salesforce,GC0029
CRM-10208,SF-A10208,Washington ISD - Supplemental,Washington ISD - Supplemental,,West,Charter Network,School,E. Carter,Lisa Lee,lisa.lee@washingtonschools.org,Instructional Coach,ELA,10,Washington ISD - Supplemental - Courseware,Courseware,Core Courseware,Proposal,2025-01-06,2026-04-09,125503,800,Q-5105,Y,Salesforce,GC0029
CRM-10209,SF-A10209,Washington ISD - Supplemental,Washington Schools,CA,west,Charter Network,District,E. Carter,Tanisha Moore,tanisham@washingtonschools.org,Math Coordinator,Math,,Washington ISD - Supplemental - Courseware,Courseware,Core Courseware,Closed Won,2024-01-18,2027-05-07,61104,5000,Q-8620,N,Salesforce,GC0029
CRM-10210,SF-A10210,Washington ISD - Supplemental,Washington ISD,CA,West,charter network,District,A. Rivera,Lisa Miller,,Literacy Specialist,,,Washington ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-08-30,2026-03-02,82948,800,,N,Salesforce,GC0029
CRM-10211,SF-A10211,Washington ISD,Washington Schools,CA,west,Charter Network,District,E. Carter,Mark Davis,mark.davis@washingtonschools.org,Literacy Specialist,Literacy,,Washington ISD - Twig Science,Twig Science,Science,Closed Lost,2024-01-15,2027-06-26,39138,800,Q-9400,Y,Salesforce,GC0029
CRM-10212,SF-A10212,Madison Public Schools,Madison ISD,NY,Northeast,Mid-Market District,District,A. Rivera,K. Brown,kevin.brown@madisonschools.org,,ELA,8,Madison Public Schools - StudySync,StudySync,Core ELA,Closed Won,2024-12-01,2027-05-21,27304,800,Q-7555,N,Salesforce,GC0030
CRM-10213,SF-A10213,Madison School District,,NY,,Mid-Market District,District,F. Lewis,Eric Moore,emoore@madisonschools.org,Math Coordinator,,6,Madison School District - Courseware,Courseware,Core Courseware,Closed Won,2024-06-21,2026-03-08,59261,800,Q-8311,Y,Salesforce,GC0030
CRM-10214,SF-A10214,Madison Public Schools,Madison Public Schools,NY,Northeast,Mid-Market District,District,A. Rivera,Carlos Martin,,Principal,General,,Madison Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-03-10,2027-05-26,171438,500,Q-7678,Y,Salesforce,GC0030
CRM-10215,SF-A10215,Madison ISD,,NY,Northeast,Mid-Market District,District,A. Rivera,John White,john.white@madisonschools.org,Curriculum Director,Science,,Madison ISD - ELA Core,ELA Core,Core ELA,Proposal,2024-06-17,2027-05-19,83203,800,Q-8993,N,Salesforce,GC0030
CRM-10216,SF-A10216,Madison Public Schools,Madison Schools,NY,Northeast,Mid-Market District,District,A. Rivera,Eric White,ewhite@madisonschools.org,Teacher,Literacy,5,Madison Public Schools - StudySync,StudySync,Core ELA,Closed Lost,2024-01-28,2027-10-03,62235,300,Q-7927,N,Salesforce,GC0030
CRM-10217,SF-A10217,Granite Independent School District,Granite Independent School District,TX,SOUTH,Mid Market,Charter Network,D. Nguyen,Priya Miller,priyam@graniteschools.org,Teacher,Science,5,Granite Independent School District - Twig Science,Twig Science,Science,Negotiation,2024-04-12,2027-11-23,41504,1500,Q-7781,Y,Salesforce,GC0031
CRM-10218,SF-A10218,Granite School District - Supplemental,Granite School District,TX,South,Large District,District Office,D. Nguyen,Michael Davis,michaeld@graniteschools.org,Math Coordinator,Math,,Granite School District - Supplemental - StudySync,StudySync,Core ELA,Closed Lost,2025-05-01,2027-03-14,41690,12000,,N,Salesforce,GC0031
CRM-10219,SF-A10219,Granite School District - Supplemental,Granite School District - Supplemental,TX,South,Large District,Charter Network,D. Nguyen,Michael Thomas,michael.thomas@graniteschools.org,Literacy Specialist,,10,Granite School District - Supplemental - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Lost,2025-03-20,2027-08-03,181268,300,Q-7984,N,Salesforce,GC0031
CRM-10220,SF-A10220,Granite Independent School District,Granite School District,TX,South,Large District,Charter Network,D. Nguyen,Emily Moore,,Teacher,ELA,8,Granite Independent School District - StudySync,StudySync,Core ELA,Negotiation,2025-10-24,2026-02-07,38610,800,Q-7116,N,Salesforce,GC0031
CRM-10221,SF-A10221,Granite Public Schools,Granite Public Schools,TX,South,Large District,Charter Network,D. Nguyen,Jane White,jane.white@graniteschools.org,Literacy Specialist,,9,Granite Public Schools - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-06-18,2027-11-12,255509,12000,Q-7062,N,Salesforce,GC0031
CRM-10222,SF-A10222,Blue Ridge ISD,Blue Ridge Schools,FL,South,large district,District,A. Rivera,Alicia Thomas,,District Admin,Math,6,Blue Ridge ISD - Twig Science,Twig Science,Science,Closed Won,2024-10-11,2026-05-29,63786,5000,Q-7524,Y,Salesforce,GC0032
CRM-10223,SF-A10223,Blue Ridge ISD,Blue Ridge ISD,FL,South,Large District,District,A. Rivera,Jane Wilson,jwilson@blue_ridgeschools.org,Principal,ELA,,Blue Ridge ISD - Courseware,Courseware,Core Courseware,Closed Won,2024-06-13,2027-03-26,176196,12000,Q-8328,N,Salesforce,GC0032
CRM-10224,SF-A10224,Blue Ridge ISD,Blue Ridge ISD,FL,South,Large District,District,A. Rivera,Tanisha White,twhite@blue_ridgeschools.org,Math Coordinator,General,,Blue Ridge ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2025-10-18,2027-10-19,46324,1500,Q-6114,Y,Salesforce,GC0032
CRM-10225,SF-A10225,Blue Ridge ISD - Supplemental,,FL,South,Large District,District,A. Rivera,Alicia Johnson,ajohnson@blue_ridgeschools.org,,,6,Blue Ridge ISD - Supplemental - IM,IM,Supplemental Math,Closed Lost,2024-08-17,2026-01-22,30150,5000,Q-6873,N,Salesforce,GC0032
CRM-10226,SF-A10226,Blue Ridge School District,,FL,SOUTH,Large District,District Office,A. Rivera,Carlos Brown,cbrown@blue_ridgeschools.org,,,,Blue Ridge School District - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2025-01-26,2026-05-14,84385,3000,Q-7318,N,Salesforce,GC0032
CRM-10227,SF-A10227,Prairie School District,Prairie School District,TX,South,Mid-Market District,Regional Service Center,A. Rivera,M. Garcia,michael.garcia@prairieschools.org,Math Coordinator,Literacy,11,Prairie School District - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2024-09-19,2026-03-16,30125,300,,N,Salesforce,GC0033
CRM-10228,SF-A10228,Prairie ISD - Supplemental,,TX,South,Mid-Market District,Regional Service Center,A. Rivera,Nina Lee,,Principal,,5,Prairie ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2024-05-25,2026-09-24,26132,300,Q-9089,N,Salesforce,GC0033
CRM-10229,SF-A10229,Prairie ISD - Supplemental,Prairie ISD - Supplemental,TX,South,Mid Market,Regional Service Center,F. Lewis,Michael Miller,michael.miller@prairieschools.org,Teacher,Literacy,,Prairie ISD - Supplemental - Courseware,Courseware,Core Courseware,Negotiation,2024-02-11,2027-03-29,65189,1500,Q-5921,N,Salesforce,GC0033
CRM-10230,SF-A10230,Prairie ISD,Prairie Schools,TX,South,Mid-Market District,Regional Service Center,A. Rivera,Kevin Johnson,kevin.johnson@prairieschools.org,District Admin,,7,Prairie ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Proposal,2024-01-27,2026-10-19,172998,1500,Q-5868,N,Salesforce,GC0033
CRM-10231,SF-A10231,Prairie ISD,,TX,South,Mid-Market District,Regional Service Center,E. Carter,John Jackson,johnj@prairieschools.org,Literacy Specialist,Literacy,12,Prairie ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2024-02-26,2026-03-14,125867,1500,Q-7090,Y,Salesforce,GC0033
CRM-10232,SF-A10232,Prairie ISD,,TX,South,Mid-Market District,Regional Service Center,A. Rivera,Monique Davis,mdavis@prairieschools.org,,,5,Prairie ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2025-04-01,2027-02-02,85398,3000,Q-5739,N,Salesforce,GC0033
CRM-10233,SF-A10233,Harbor Indep. SD,,FL,South,Large District,Charter Network,E. Carter,Michael Moore,michael.moore@harborschools.org,,Science,2,Harbor Indep. SD - Math Suite,Math Suite,Supplemental Math,Proposal,2024-09-11,2027-06-20,85841,3000,,Y,Salesforce,GC0034
CRM-10234,SF-A10234,Harbor ISD,Harbor ISD,FL,South,Mid Market,Charter Network,E. Carter,Praveen A. Moore,pmoore@harborschools.org,Math Coordinator,General,,Harbor ISD - Study Sync,Study Sync,Core ELA,Closed Won,2024-08-04,2026-07-09,30896,800,Q-5871,N,Salesforce,GC0034
CRM-10235,SF-A10235,Harbor ISD,,FL,South,Large District,Charter Network,E. Carter,Renee Patel,reneep@harborschools.org,Math Coordinator,General,,Harbor ISD - ImagineMath,ImagineMath,Supplemental Math,Closed Won,2024-01-15,2026-07-15,21260,5000,Q-5219,N,Salesforce,GC0034
CRM-10236,SF-A10236,Harbor Independent School District,,FL,South,large district,Charter Network,E. Carter,Michael Davis,michael.davis@harborschools.org,District Admin,ELA,,Harbor Independent School District - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-04-15,2027-10-08,253074,1500,Q-9740,N,Salesforce,GC0034
CRM-10237,SF-A10237,Harbor ISD - Supplemental,,FL,South,Large District,Charter Network,F. Lewis,Jane White,jane.white@harborschools.org,Math Coordinator,General,,Harbor ISD - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2025-04-25,2026-12-19,84802,3000,Q-7778,N,Salesforce,GC0034
CRM-10238,SF-A10238,Harbor School District,Harbor School District,FL,South,Large District,Charter Network,E. Carter,Emily Taylor,emilyt@harborschools.org,Instructional Coach,STEM,12,Harbor School District - StudySync,StudySync,Core ELA,Negotiation,2024-11-06,2026-08-29,45123,300,Q-7939,N,Salesforce,GC0034
CRM-10239,SF-A10239,Harbor Public Schools,Harbor ISD,FL,south,Large District,Charter Network,E. Carter,Lisa Lee,lisal@harborschools.org,Instructional Coach,STEM,1,Harbor Public Schools - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2025-04-13,2026-04-24,31003,3000,Q-5834,N,Salesforce,GC0034
CRM-10240,SF-A10240,Cypress ISD,Cypress Schools,AZ,West,Mid-Market District,District,C. Thomas,Lisa Patel,lpatel@cypressschools.org,,Literacy,6,Cypress ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2024-09-08,2027-05-01,60698,3000,Q-7179,N,Salesforce,GC0035
CRM-10241,SF-A10241,Cypress ISD - Supplemental,Cypress Schools,AZ,West,Mid-Market District,District,C. Thomas,Priya Garcia,priyag@cypressschools.org,Teacher,Math,8,Cypress ISD - Supplemental - Twig Science,Twig Science,Science,Closed Won,2024-12-12,2026-11-19,83692,1500,,N,Salesforce,GC0035
CRM-10242,SF-A10242,Cypress ISD,Cypress ISD,AZ,West,Mid-Market District,District,C. Thomas,Praveen Miller,praveen.miller@cypressschools.org,Principal,STEM,9,Cypress ISD - StudySync,StudySync,Core ELA,Proposal,2025-10-26,2027-02-19,249232,800,Q-9402,N,Salesforce,GC0035
CRM-10243,SF-A10243,Cypress ISD - Supplemental,Cypress ISD - Supplemental,AZ,West,Mid-Market District,District,C. Thomas,David Johnson,djohnson@cypressschools.org,,Math,4,Cypress ISD - Supplemental - Twig Science,Twig Science,Science,Proposal,2024-05-06,2026-02-18,248043,1500,Q-5042,N,Salesforce,GC0035
CRM-10244,SF-A10244,Cypress Independent School District,Cypress Schools,AZ,West,Mid-Market District,District,C. Thomas,Kevin Miller,kmiller@cypressschools.org,Instructional Coach,,K,Cypress Independent School District - Courseware,Courseware,Core Courseware,Closed Won,2025-05-02,2026-08-08,82279,800,Q-8299,N,Salesforce,GC0035
CRM-10245,SF-A10245,Sierra ISD - Supplemental,,NY,Northeast,Large District,District,A. Rivera,Sanjay White,,Math Coordinator,,3,Sierra ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-06-09,2027-07-27,57945,3000,Q-5903,Y,Salesforce,GC0036
CRM-10246,SF-A10246,Sierra ISD - Supplemental,Sierra ISD - Supplemental,NY,Northeast,Large District,District,A. Rivera,J. Garcia,jgarcia@sierraschools.org,Literacy Specialist,,,Sierra ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-03-03,2027-05-08,121074,3000,Q-7767,N,Salesforce,GC0036
CRM-10247,SF-A10247,Sierra School District,Sierra Schools,NY,Northeast,Large District,District,A. Rivera,Sarah Jackson,sjackson@sierraschools.org,Teacher,Science,,Sierra School District - StudySync,StudySync,Core ELA,Closed Won,2024-01-26,2027-08-09,176060,3000,Q-9582,Y,Salesforce,GC0036
CRM-10248,SF-A10248,Sierra ISD,Sierra ISD,NY,Northeast,Large District,District,F. Lewis,Sanjay A. Davis,sanjayd@sierraschools.org,,Math,2,Sierra ISD - StudySync,StudySync,Core ELA,Closed Lost,2024-11-20,2027-01-27,57491,300,Q-9438,Y,Salesforce,GC0036
CRM-10249,SF-A10249,Sierra Independent School District,,NY,NORTHEAST,Large District,District,B. Shah,Carlos Johnson,cjohnson@sierraschools.org,Literacy Specialist,,12,Sierra Independent School District - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2025-05-19,2027-06-05,254264,1500,Q-7206,Y,Salesforce,GC0036
CRM-10250,SF-A10250,Sierra Public Schools,Sierra Schools,NY,Northeast,Large District,District,A. Rivera,John White,jwhite@sierraschools.org,Literacy Specialist,Literacy,,Sierra Public Schools - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-09-08,2027-07-05,90095,1500,,N,Salesforce,GC0036
CRM-10251,SF-A10251,Sierra ISD - Supplemental,,NY,Northeast,Large District,District,A. Rivera,Lisa Smith,lisas@sierraschools.org,Instructional Coach,,1,Sierra ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-05-23,2027-07-24,63077,500,Q-7607,N,Salesforce,GC0036
CRM-10252,SF-A10252,Sierra ISD - Supplemental,Sierra ISD - Supplemental,NY,Northeast,Large District,District Office,A. Rivera,Laura Martin,,District Admin,General,6,Sierra ISD - Supplemental - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2025-07-05,2026-02-01,253293,5000,Q-8083,N,Salesforce,GC0036
CRM-10253,SF-A10253,Sierra Public Schools,Sierra Schools,NY,Northeast,Large,District,A. Rivera,Lisa Smith,lisas@sierraschools.org,Literacy Specialist,Literacy,,Sierra Public Schools - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2025-09-12,2026-08-03,24212,12000,Q-5908,N,Salesforce,GC0036
CRM-10254,SF-A10254,Frontier Public Schools,Frontier Schools,AZ,West,state/regional,District,C. Thomas,Lisa Davis,,Math Coordinator,,8,Frontier Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2025-03-13,2027-10-19,171849,12000,Q-8543,N,Salesforce,GC0037
CRM-10255,SF-A10255,Frontier School District - Supplemental,Frontier School District,AZ,West,State/Regional,District,C. Thomas,Mark Jackson,,District Admin,,11,Frontier School District - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2024-09-12,2026-07-21,41394,800,,N,Salesforce,GC0037
CRM-10256,SF-A10256,Frontier Public Schools,Frontier Public Schools,AZ,West,State/Regional,District,C. Thomas,Michael Smith,michaels@frontierschools.org,Teacher,STEM,1,Frontier Public Schools - Twig Science,Twig Science,Science,Closed Lost,2024-05-07,2026-03-29,21546,1500,Q-5532,N,Salesforce,GC0037
CRM-10257,SF-A10257,Frontier Public Schools,Frontier School District,AZ,West,State/Regional,District,C. Thomas,Jane Miller,janem@frontierschools.org,Principal,Science,,Frontier Public Schools - Twig Science,Twig Science,Science,Closed Won,2025-04-09,2027-06-14,65630,500,Q-5100,N,Salesforce,GC0037
CRM-10258,SF-A10258,Frontier ISD,Frontier ISD,AZ,West,State/Regional,District,C. Thomas,S. Garcia,sanjayg@frontierschools.org,Math Coordinator,ELA,8,Frontier ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2025-04-25,2026-11-13,121618,800,Q-5066,N,Salesforce,GC0037
